SITE_EXTERNAL_ID,SITE_NEW_FLAG,SITE_NAME,SITE_ADDRESS,SITE_CITY,SITE_ZIP,SITE_ZIP_ADDON,COUNTY_CODE,COUNTY,STATE_CODE,STATE,SITE_LAT,SITE_LONG,SITE_DIRECTION,SITE_CONTACT_NAME,SITE_CONTACT_PHONE,STATUS,SITE_TEMP_RETIRE_FLAG,# OF BOAT SLIPS,# OF CAR PARKING SPACES,# OF CB USING SITE,# OF HB USING SITE,# OF RAMPS,# OF TRAILER PARKING SPACES,BOAT MAINTENANCE/REPAIR,BOAT STORAGE,CAN WE INTERVIEW,FISH CLEANING STATIONS,FISHING ACTIVITY AFFECTED BY TIDE,FUEL DOCK,HEADBOAT ONLY,IS FEE CHARGED TO THE PUBLIC FOR USE OF SITE,IS SITE SAFE FOR 2 SAMPLERS AT NIGHT,LIGHTING AT NIGHT,LODGING (ONSITE/IMMEDIATE VICINITY),MAJOR TOURNAMENTS,PRIVATE ACCESS,RESTAURANT (ONSITE/IMMEDIATE VICINITY),RETAIL BAIT,SEFHIER SITE,SHORE AREA,SHORE MODE,TACKLE SHOPS
3398,,THE DOCK,118A HARBORVIEW CT,SLIDELL,70458,5906,103,ST. TAMMANY,22,LA,30.21695,-89.79857,E ON LAKEVIEW DR.(RAT'S NEST RD) FROM HWY 11; NORTH ON HARBOR VIEW,CHAZ CHAMPAGNE,9857072105,Active,,0,10,6,0,1,25,NO,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,NA,N/A,YES
3406,,SWEETWATER LODGE,6205 DELACROIX HWY,DELACROIX,70085,4695,87,ST. BERNARD,22,LA,29.76153,-89.7905,Take Hwy 300 East/South to Delacroix;Marina is 6.8 miles past Hwy 46,JACK AND CINDY PAYNE,5043422368,Active,,0,90,1,0,1,45,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,NA,N/A,YES
3410,,JESSE'S TROUT LODGE,18725 PINE ACRES ROAD,GULF SHORES,36542,2501,3,BALDWIN,1,AL,30.32698,-87.70565,18725 PINE ACRES RD,ROSS/KAREN WHITWORTH,2517521482,Retired,,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
3411,,THE PINES,7950 HWY 180 WEST,GULF SHORES,36542,,3,BALDWIN,1,AL,30.239,-87.88982,JUST EAST OF LITTLE POINT CLEAR BAY SIDE OF FT MORGAN ROAD,,,Active,,0,5,0,0,1,5,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
3432,,HELEN WOOD PARK,4725 Dauphin Island Parkway,THEODORE,36605,,97,MOBILE,1,AL,30.56968,-88.08552,ACROSS FROM HOPPES,,,Retired,,0,60,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
3433,,SCOTT'S LANDING,5901 BATTLESHIP PKWY,SPANISH FORT,36527,9311,3,BALDWIN,1,AL,30.66788,-87.92277,ON CAUSEWAY JUST ACROSS FROM MEAHER PARK ON BLAKELY RIVER,,2516265323,Active,,0,4,0,0,1,35,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NA,N/A,YES
3458,,NORTHLINE,,HACKBERRY,,,23,CAMERON,22,LA,29.9209,-93.3813,HWY 27 SOUTH OF HACKBERRY,,,Active,,0,15,0,0,1,4,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
3464,,ISLE DE JEAN CHARLES MARINA,571 Island Rd.,MONTEGUT,70377,2423,109,TERREBONNE,22,LA,29.38828,-90.48287,"HWY 665, RIGHT ON ISLAND RD, MARINA IS BEFORE END OF ISLAND RD ON LEFT",THEO CHAISSON,9855948232,Active,,0,5,0,0,1,20,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NA,N/A,YES
3475,,LILLIAN BOAT LAUNCH AND PARK,12408 7TH STREET,LILLIAN,36549,4033,3,BALDWIN,1,AL,30.40612,-87.43727,,,,Active,,0,50,0,0,2,50,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3476,,GS PARK BEACH PAVILION,HWY 182,GULF SHORES,36542,,3,BALDWIN,1,AL,30.25548,-87.64412,"APPX 1 MILE EAST OF GS PIER, 6 MILES EAST OF HWY 59 ON HWY 182",,,Active,,0,421,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,OCEAN,BEACH/BANK,NO
3477,,ROMAR BEACH ACCESS,HWY 182,GULF SHORES,36542,,3,BALDWIN,1,AL,30.26297,-87.60757,7 MILES EAST OF HWY 59 ON 182,,,Active,,0,36,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OCEAN,BEACH/BANK,NO
3478,,DAPHNE BAYFRONT PARK,6200 BAYFRONT DRIVE,DAPHNE,36526,,3,BALDWIN,1,AL,30.63077,-87.91852,"BEHIND PUBLIX, PAST MOE'S BBQ",,,Active,,0,25,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3486,,Bayou Log Cabins,232 West Kass Lane,Lake Hermitage,70083,2214,75,PLAQUEMINES,22,LA,29.55865,-89.88458,"Approximately 1.5 miles past Myrtle Grove Marina heading south on Hwy 23, turn right onto Hermitage Rd and follow to end (Kass Ln.)",Clay Boudreaux,5049128901,Active,,5,20,1,0,1,10,NO,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NA,N/A,NO
3487,,Burned-Out Bridge Launch,End of Old Highway 90,Vinton,70668,,19,CALCASIEU,22,LA,30.10255,-93.69327,"Take Exit 4 off I-10, Turn Left onto Toomey Road, Turn Right onto Frontage Road, Follow Frontage to Old Highway 90.  Follow 90 until end of road",N/A,,Active,,0,2,0,0,1,8,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
3488,,ARLINGTON PARK,15TH AVE,MOBILE,36615,,97,MOBILE,1,AL,30.63965,-88.06158,"FROM I-10, GO SOUTH ON BROAD STREET, TURN LEFT ON 15TH, NEXT TO COAST GUARD BASE",,,Active,,0,100,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
3504,,St. Tammany Fishing Pier,54001 E. Howze Beach Rd.,Slidell,70461,4673,103,ST. TAMMANY,22,LA,30.21108,-89.79342,"from I-10 exit 261, turn east on Oak Harbor Blvd, then right onto South Lake Dr., then right onto E. Howze Beach; follow signs to pier",St. Tammany Parish Government,,Active,,0,50,0,0,0,0,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3511,,Gotta Fish Boat Launch,1426 Hwy 55,Montegut,70377,3209,109,TERREBONNE,22,LA,29.457,-90.563,1.5 miles south from Montegut Elementary School on Baouside (right) and before Point Barre site.,Liz Gaubert,9852320758,Active,,0,0,0,0,1,8,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NA,N/A,NO
3987,,Gautier City Park,Pointe Bayou Road,Gautier,39553,,59,JACKSON,28,MS,30.39132,-88.62407,Take De La Pointe Dr. from Hwy 90.  Look for Gautier City Park sign.  North side of De La Pointe Dr.,,,Active,,0,5,0,0,2,11,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
3988,,Pascagoula Lighthouse Park,Frederic Street,Pascagoula ,39567,,59,JACKSON,28,MS,30.37128,-88.56037,"Turn South to Pascagoula St. (becomes Frederic St.)  Location Ahead under Hwy 90, Southside.",,,Active,,0,21,0,0,2,40,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4003,,Saltwater Barrier,Mims Rd.,Westlake,,,19,CALCASIEU,22,LA,30.2543,-93.21803,"From I-10 Exit 27 cross I-10 Service Road/Sampson St. to Perkins St.  Take First Left onto Miller Ave, follow Miller then take right onto Mims Rd.  Follow Mims until end",Charles Hebert (Corps of Engineers),3374331187,Active,,0,6,0,0,1,14,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4004,,Westlake Riverside Park,1700 Miller Ave.,Westlake,70669,3524,19,CALCASIEU,22,LA,30.25288,-93.24498,"From I-10 Exit 27- Take LA 379 East to Miller Ave, Left on Miller, Continue on road Park will be on right",Parish Facilities,3377213540,Active,,0,8,0,0,1,3,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BEACH/BANK,NO
4026,,Choupique Bayou,Chilly Westlund Rd,Carlyss,,,19,CALCASIEU,22,LA,30.09725,-93.36037,"From I-10, take exit 20 South on Ruth Street.  Continue from Ruth straight for 2 miles onto Hwy. 27.  Follow 27 approximately 6 mi. Turn Right onto  Chilly Westlund Rd. Boat Launch on first left.",Elaine Westlund,3378221565,Active,,6,6,0,0,1,10,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4048,,Wakeside Marina,,Grand Isle,70358,,51,JEFFERSON,22,LA,29.20548,-90.03898,Across Hwy 1 from Bridgeside Marina.,Robert Vegas,9853096030,Active,,0,75,0,0,2,50,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NA,N/A,NO
4049,,FLORA BAMA WATERSPORTS,17401 PERDIDO KEY DRIVE,ORANGE BEACH,36561,,3,BALDWIN,1,AL,30.28272,-87.51847,ON THE FL/AL STATE LINE ON THE NORTH SIDE OF THE FRONT BEACH ROAD,,2519805222,Active,,18,25,4,0,0,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NA,N/A,NO
4050,,Dugas Landing,514 Joe Dugas Road,Hackberry ,70645,5223,23,CAMERON,22,LA,29.96692,-93.34218,From I-10  exit 20 south on Highway 27 through Hackberry.  Approximately 2.5 south of Hackberry left on Joe Dugas Road. Take Joe Dugas Road till end.,Jack Hebert,3377623944,Active,,0,15,0,0,2,15,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NA,N/A,NO
4086,,Price Lake,,Grand Chenier,70643,,23,CAMERON,22,LA,29.70603,-92.83063,East on Highway 82 just south of Creole 17.4 miles to Price Lake Road on Rockefeller Refuge.  South on Price Lake Road 1.8 miles.,Rockefeller Refuge,3374912593,Active,,0,50,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4087,,CPSP Shark Bayou,,Cypremort Point,,,101,ST. MARY,22,LA,29.74097,-91.85437,"West of Public Boat Launch, off Hwy 319",Louis Geerts,3378674510,Active,,0,100,0,0,0,100,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4088,,CPSP Pavilion,,Cypremort Point,,,101,ST. MARY,22,LA,29.73415,-91.85472,"West of public boat launch, off Hwy 319",Louis Geerts,3378674510,Active,,0,100,0,0,0,100,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4133,,Grand Isle Kayak Launch,,Grand Isle,70358,,51,JEFFERSON,22,LA,29.23843,-90.00295,On dirt road just west of LDWF Research Lab.  Follow signs on LA1 and Ludwig Ln.,N/A,,Active,,0,15,0,0,1,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4140,,Bayou Carlin Cove,,Delcambre,,,113,VERMILION,22,LA,29.94207,-91.98227,"From Hwy 90, take Hwy 14 westward to Delcambre.  Turn south (left) on Railroad St.  Driveway to launch is approx. 0.6 miles.",,,Active,,0,75,0,0,4,75,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,INLAND,BOTH,NO
4143,,Leeville Public Launch,Goat Isle Ave.,Leeville,70357,,57,LAFOURCHE,22,LA,29.24702,-90.20967,"End of Old Hwy 1, Goat Isle Ave, Underneath the Gateway to the Gulf Expy.  Near intersection of Bayou Lafourche and the Southwest Canal.",Un-manned,,Active,,0,100,2,0,2,100,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4147,,Lake Catherine Island Marina,26204 Chef Menteur Hwy,New Orleans,70129,3086,71,ORLEANS,22,LA,30.1499,-89.7408,"Hwy 90, 1.3 Miles west of Rigolets Pass Bridge",M.D. Stewart,5046625741,Active,,20,20,0,0,2,20,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NA,N/A,YES
4153,,Eddie Pinto's Marina,2651 Paris Rd,New Orleans,70129,7813,71,ORLEANS,22,LA,29.99117,-89.94235,,Eric Lentz,5044012206,Active,,0,10,0,0,2,30,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NA,N/A,NO
4154,,Pelican Pointe Marina,23008 Chef Menteur Hwy,New Orleans,70129,3020,71,ORLEANS,22,LA,30.1645,-89.73992,At the base of the HWY 90 Rigolets Bridge,Gary Landrieu,5042538242,Active,,20,20,0,0,2,20,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NA,N/A,YES
4155,,Lakeshore Dr -Elysian Fields to LPBF Lighthouse,8001 Lakeshore Dr,New Orleans,70124,2480,71,ORLEANS,22,LA,30.02649,-90.11242,,,,Active,,0,0,0,0,0,0,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4157,,C & S LIVE BAIT AND TACKLE LLC,7554 DEER RIVER RD,THEODORE,36582,9316,97,MOBILE,1,AL,30.534,-88.10525,,CHERYL STACY,2514424040,Active,,0,40,0,0,2,40,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NA,N/A,YES
4188,,JEMISON'S BAIT & TACKLE,16871 DAUPHIN ISLAND PARKWAY,CODEN,36523,,97,MOBILE,1,AL,30.34123,-88.1268,,HARRY JEMISON,2518734695,Active,,10,30,2,0,2,30,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,INLAND,MAN-MADE,YES
4233,,MCNALLY PARK (LAUNCH),4380 PARK ROAD,MOBILE,36605,9469,97,MOBILE,1,AL,30.5824,-88.07352,"DI PARKWAY TO TERRELL RD, TO PARK RD, SOUTH 1 BLOCK",,,Active,,0,100,0,0,1,12,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4245,,Bay St. Louis Municpal Harbor and Pier,100 Jody Compretta Dr,Bay St. Louis,39520,4570,45,HANCOCK,28,MS,30.31155,-89.32415,From Hwy 90 turn south onto Beach Blvd. Marina is located across from Hancock County Chamber of Commerce just north of railroad bridge,Harbor Master,,Active,,160,50,0,0,0,0,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,INLAND,MAN-MADE,NO
4252,,Brittany Ave. Ramp,Brittany Avenue,St. martin,,,59,JACKSON,28,MS,30.43365,-88.88067,South off Leymone.,,,Active,,0,2,0,0,2,30,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4254,,Biloxi Charter Marina,697 Beach Blvd,Biloxi ,39530,4302,47,HARRISON,28,MS,30.39197,-88.88492,West Side of Harbor; McELroys Parking Lot,Harbor Master,,Active,,30,46,15,0,0,0,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NA,N/A,NO
4255,,Pass Christian Harbor-East,,Pass Christian,,,47,HARRISON,28,MS,30.31412,-89.24337,West of Gulfport Harbor prior to crossing Bay St. Louis Bridge,Harbor Master,2284525128,Active,,162,215,2,0,4,96,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4297,,Pascagoula Beach Park Pier,600 City Park St.,Pascagoula,39567,,59,JACKSON,28,MS,30.34342,-88.53377,Turn north off fo Beach Blvd onto City Park Street at Pascagoula Beach Park,,,Active,,0,20,0,0,0,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4310,,Gulf Islands National Seashore - Pier,3500 Park Road,Ocean Springs,39564,9709,59,JACKSON,28,MS,30.389,-88.79167,Exit Hwy90 at Park Road south. Continue on Park Road following signs to the Visitor's Center. Fishing Pier is marked with signs.,Park Ranger,2288759057,Active,,0,25,0,0,0,0,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4311,,Parker's Landing,7577 E. Oaklawn Road,Biloxi,39532,7808,47,HARRISON,28,MS,30.45972,-88.96548,W. Oaklawn to E. Oaklawn. Boat Launch is located north side of Parkers Landing RV Park,,,Active,,0,20,0,0,2,20,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,N/A,NO
4312,,Shaggy's,115 Market Street,Pass Christian,39571,4457,47,HARRISON,28,MS,30.31065,-89.24943,Seawall and Pier located at south end of the Harbor behind Shaggy's Restaurant,Harbor Master,2284525128,Active,,0,50,6,0,0,25,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,OCEAN,MAN-MADE,NO
4318,,Bristol Ramp,Bristol Boulevard,Ocean Springs,39564,,59,JACKSON,28,MS,30.41938,-88.7925,Ramp is located at the northern end of Fort Bayou estates subdivision on Bristol Boulevard,,,Active,,0,10,0,0,1,5,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4319,,Long Beach Jetty,213 Beach Blvd E,Long Beach,39560,6113,47,HARRISON,28,MS,30.34405,-89.14412,Jetty is located west of Long Beach Harbor behind Steve's Marina,Harbor Master,2288634795,Active,,0,20,0,0,0,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4343,,DELTA PORT PUBLIC ACCESS,5080 GREEN DR.,CODEN,36523,,97,MOBILE,1,AL,30.36853,-88.1603,"LOCATED AT THE END OF GREEN DR. IN CODEN, AL",,,Active,,0,40,0,0,2,40,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4350,,D'OLIVE BAY RAMP,1 YACHT CLUB DR,DAPHNE,36526,7144,3,BALDWIN,1,AL,30.63827,-87.91622,"TURN OFF HWY 98 IN DAPHNE ONTO YACHT CLUB DR, IN LAKE FOREST TOWARD THE LAKE FOREST YACHT CLUB AND FOLLOW ROAD TO RAMP",,,Active,,0,20,0,0,2,10,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4381,,BEAR POINT HARBOR,5749 BAY LA LAUNCH AVENUE,ORANGE BEACH,36561,4138,3,BALDWIN,1,AL,30.3094,-87.526,"EAST ON HWY 180, NORTH ON BAY LA LAUNCH AVE TO END.",,2519812327,Active,,24,24,3,0,0,0,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NA,N/A,YES
4383,,Bayou Cumbest Boat Launch,10221 Bayou Cumbest Rd,Moss Point,39562,7684,59,JACKSON,28,MS,30.39048,-88.44365,"From Hwy 90, turn right onto Chevron, left on Bayou Cumbest, site roughly 2 miles down road.",,,Active,,0,30,0,0,1,30,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4384,,Hiller Park,Atkinson Rd,Biloxi,39531,,47,HARRISON,28,MS,30.41037,-88.95407,"Head west on hwy 90, right onto Veterans Ave, left onto Pass Rd, right onto Hiller Dr, left onto Egers Rd, Right onto Atkinson. Ramp is immediately on left",,,Active,,0,10,0,0,1,10,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4407,,JOSEPHINE BOAT RAMP,28840 JOSEPHINE DR.,ELBERTA,36530,,3,BALDWIN,1,AL,30.32655,-87.53317,"OFF JOSEPHINE DRIVE EAST OF OLD COUNTY RD 95, JUST WEST OF MARJON LANE",,,Active,,0,10,0,0,2,10,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4424,,Simmons Bayou,Beachview Dr ,Ocean Springs,39564,,59,JACKSON,28,MS,30.37448,-88.76007,S on Beachview Dr; Just south of DaBayou Bar and Grill,Wade Hardy,2285235000,Active,,0,5,0,0,1,5,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NA,N/A,NO
4425,,Forrest Ave,Bayview Ave,Biloxi ,39530,,47,HARRISON,28,MS,30.41162,-88.90348,Corner of Forrest Ave and Bayview Ave. Just east of the Mississippi Department of Marine Resources,Wade Hardy,2283745000,Active,,0,10,0,0,2,7,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4426,,Henderson Point,W Bayview St,Pass Christian,39571,,47,HARRISON,28,MS,30.31227,-89.29017,"From W Hwy 90, take left turn onto W Bayview St until you reach boatlaunch.",Wade Hardy,2283745000,Active,,0,5,0,0,1,12,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,MAN-MADE,NO
4443,,Pass Christian Harbor Charters,115 Market St,Pass Christian,39571,,47,HARRISON,28,MS,30.31152,-89.25022,West Side of Harbor. Charters located north and south of Shaggy's restaurant.,Wade Hardy,2283745000,Retired,,100,50,15,0,1,25,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NA,N/A,YES
4466,,BAYOU LA BATRE POINT,14772 STATE DOCK RD,BAYOU LA BATRE,36509,,97,MOBILE,1,AL,30.38305,-88.27015,END OF SHELL BELT RD. AT MOUTH OF B. LA BATRE CHANNEL,STATE DOCKS,2518612882,Active,,0,12,0,0,2,40,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,INLAND,BOTH,NO
4498,,THE LAUNCH,11830 BROWN LANE,ORANGE BEACH,36561,,3,BALDWIN,1,AL,30.29484,-87.63507,,,,Active,,0,84,0,0,6,200,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,,INLAND,MAN-MADE,NO
4508,,Ocean Springs Harbor Pier,1310 Harbor Rd,Ocean Springs,39560,,59,JACKSON,28,MS,30.40275,-88.8241,,,,Active,,0,20,0,0,0,0,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,,OCEAN,MAN-MADE,YES
4509,,La Croix,11160 MS 603,Bay St. Louis,39520,,45,HANCOCK,28,MS,30.32917,-89.42348,,,,Active,,0,10,0,0,2,25,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NA,N/A,NO
4510,,Cedar Point,4098 N Beach Blvd,Bay St Louis,39520,,45,HANCOCK,28,MS,30.3389,-89.35453,,,,Active,,0,15,0,0,2,11,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,,OCEAN,MAN-MADE,NO
4511,,Marlin Necaise,W Wittman Rd,Pass Christian,39571,,47,HARRISON,28,MS,30.35685,-89.27304,,,,Active,,0,5,0,0,1,20,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NA,N/A,NO
4514,,LADNIER LANDING,1118 DESOTO AVE,"DAUPHIN ISLAND, ALABAMA",36528,,97,MOBILE,1,AL,30.25755,-88.11648,,,,Active,,0,0,0,0,2,40,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,,NA,N/A,NO
4526,,West Biloxi Boat Launch,,Biloxi,39531,,47,HARRISON,28,MS,30.39097,-88.95333,On Hwy 90 across the street from Treasure Bay Casino,,,Active,,0,30,0,0,2,40,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,OCEAN,MAN-MADE,NO